Satisfied,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Seat_Comfort,Catering,Cleanliness,Online_Support,Onboard_Service,Travel_Distance(km),delay(seconds),num_sat,ID
yes,F,45,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,258,10,1,98817709
no,M,35,Middle,infrequent,pers,regular,Good,Good,Good,Acceptable,Good,326,0,0,98817711
no,M,47,Upper Age,loyal,pers,premium,Poor,Poor,Poor,Good,Poor,62,14,0,98817714
no,F,29,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Good,Acceptable,172,0,0,98817715
yes,F,42,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,290,27,1,98817716
no,M,60,Elder,loyal,pers,premium,Poor,Poor,Good,Poor,Good,93,2,0,98817720
yes,F,60,Elder,loyal,biz,regular,Poor,Poor,Good,Good,Good,211,2,1,98817721
yes,M,33,Middle,loyal,biz,regular,Poor,Acceptable,Good,Good,Good,202,0,1,98817722
yes,F,25,Young Adult,loyal,pers,regular,Good,Good,Good,Acceptable,Poor,156,0,1,98817725
no,F,60,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,101,3,0,98817726
yes,F,34,Middle,loyal,pers,regular,Good,Acceptable,Good,Acceptable,Acceptable,149,0,1,98817727
yes,F,24,Young Adult,loyal,pers,premium,Good,Good,Good,Acceptable,Good,196,126,1,98817729
no,M,43,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Acceptable,153,41,0,98817731
yes,M,48,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,328,22,1,98817734
yes,F,26,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,440,0,1,98817735
no,M,24,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Poor,197,17,0,98817736
no,M,27,Young Adult,infrequent,biz,regular,Good,Good,Acceptable,Poor,Poor,218,11,0,98817737
no,M,20,Young Adult,loyal,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,197,0,0,98817738
no,M,42,Middle,loyal,pers,regular,Poor,Poor,Acceptable,Poor,Good,319,0,0,98817739
no,M,21,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Good,134,0,0,98817740
yes,M,39,Middle,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,371,0,1,98817742
no,M,30,Middle,loyal,pers,premium,Poor,Poor,Poor,Poor,Poor,161,9,0,98817749
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Good,215,103,1,98817750
no,F,25,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,205,0,0,98817752
yes,F,19,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Good,206,0,1,98817753
no,M,58,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Poor,Poor,210,0,0,98817755
no,M,67,Elder,loyal,pers,premium,Poor,Poor,Good,Poor,Good,163,0,0,98817756
no,F,50,Upper Age,loyal,pers,regular,Good,Good,Good,Good,Good,55,0,0,98817757
yes,F,31,Middle,loyal,biz,premium,Good,Good,Good,Good,Acceptable,494,11,1,98817758
no,M,32,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Poor,Poor,193,130,0,98817761
no,M,53,Upper Age,loyal,pers,regular,Poor,Poor,Good,Poor,Good,243,0,0,98817762
no,F,18,Young Adult,loyal,pers,premium,Acceptable,Acceptable,Good,Good,Good,299,3,0,98817763
yes,M,24,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Good,255,0,1,98817765
yes,M,43,Middle,loyal,biz,premium,Good,Good,Poor,Good,Poor,159,0,1,98817766
no,F,50,Upper Age,infrequent,biz,regular,Poor,Poor,Good,Poor,Acceptable,156,0,0,98817768
no,F,59,Upper Age,infrequent,biz,regular,Good,Good,Poor,Poor,Poor,164,0,0,98817770
no,M,20,Young Adult,loyal,pers,premium,Acceptable,Poor,Acceptable,Acceptable,Poor,220,12,0,98817774
yes,F,30,Middle,loyal,biz,premium,Acceptable,Good,Good,Good,Poor,308,11,1,98817775
yes,F,24,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Good,188,23,1,98817776
yes,F,42,Middle,loyal,biz,regular,Good,Good,Acceptable,Acceptable,Acceptable,187,10,1,98817778
yes,F,31,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Good,142,24,1,98817779
yes,M,51,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,222,0,1,98817785
yes,F,28,Young Adult,loyal,biz,premium,Poor,Poor,Acceptable,Good,Poor,341,0,1,98817789
yes,M,45,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,237,0,1,98817790
no,F,55,Upper Age,loyal,biz,regular,Poor,Good,Poor,Good,Poor,146,0,0,98817791
no,M,27,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Acceptable,230,3,0,98817793
yes,M,38,Middle,loyal,biz,premium,Good,Good,Good,Good,Poor,161,66,1,98817794
no,M,25,Young Adult,infrequent,biz,regular,Poor,Acceptable,Good,Acceptable,Poor,214,2,0,98817796
no,F,28,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Good,182,0,0,98817798
no,M,51,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Good,185,0,0,98817800
no,F,30,Middle,loyal,biz,premium,Poor,Good,Poor,Poor,Poor,315,29,0,98817801
yes,M,55,Upper Age,loyal,biz,premium,Acceptable,Good,Good,Good,Good,73,0,1,98817804
no,M,65,Elder,loyal,pers,regular,Good,Good,Good,Good,Good,228,6,0,98817805
no,F,52,Upper Age,loyal,biz,premium,Good,Acceptable,Good,Acceptable,Good,126,68,0,98817810
yes,M,34,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,300,4,1,98817811
yes,F,60,Elder,loyal,pers,regular,Good,Good,Good,Poor,Good,60,6,1,98817812
yes,F,19,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,228,0,1,98817813
yes,M,23,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Acceptable,242,56,1,98817815
no,M,37,Middle,loyal,biz,regular,Poor,Good,Acceptable,Poor,Acceptable,308,1,0,98817819
yes,F,27,Young Adult,loyal,pers,regular,Poor,Acceptable,Poor,Poor,Poor,205,24,1,98817820
no,M,57,Upper Age,loyal,biz,regular,Good,Acceptable,Good,Acceptable,Good,395,4,0,98817826
yes,M,46,Upper Age,loyal,biz,regular,Good,Poor,Good,Good,Poor,171,0,1,98817827
no,F,60,Elder,loyal,biz,premium,Poor,Good,Poor,Poor,Poor,157,0,0,98817831
no,M,24,Young Adult,loyal,pers,regular,Poor,Poor,Acceptable,Acceptable,Acceptable,159,0,0,98817835
yes,M,51,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Poor,Good,Poor,157,61,1,98817837
yes,M,59,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,152,195,1,98817838
yes,F,59,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Acceptable,Good,Acceptable,168,2,1,98817846
yes,M,52,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,343,0,1,98817848
no,F,37,Middle,infrequent,biz,premium,Acceptable,Poor,Good,Good,Acceptable,221,0,0,98817849
yes,F,46,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,178,6,1,98817853
no,M,59,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Poor,Poor,Acceptable,196,15,0,98817854
no,M,54,Upper Age,loyal,biz,regular,Acceptable,Poor,Good,Acceptable,Good,180,71,0,98817857
yes,M,59,Upper Age,loyal,pers,regular,Good,Good,Good,Good,Good,111,3,1,98817858
yes,M,51,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,339,13,1,98817862
yes,F,47,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,166,0,1,98817867
yes,F,51,Upper Age,loyal,biz,regular,Poor,Poor,Good,Poor,Good,186,0,1,98817868
yes,F,40,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,145,15,1,98817869
yes,F,42,Middle,loyal,pers,premium,Good,Poor,Good,Poor,Good,87,4,1,98817870
yes,F,22,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Good,265,8,1,98817872
no,M,23,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Poor,176,40,0,98817873
no,F,56,Upper Age,loyal,biz,regular,Poor,Good,Poor,Acceptable,Poor,112,0,0,98817875
yes,F,56,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,307,11,1,98817877
yes,M,49,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,132,19,1,98817878
no,F,18,Young Adult,loyal,biz,premium,Poor,Poor,Acceptable,Poor,Acceptable,313,0,0,98817879
yes,F,46,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,89,17,1,98817885
yes,M,35,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,393,99,1,98817886
yes,F,25,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Good,179,0,1,98817891
no,F,31,Middle,loyal,biz,regular,Good,Poor,Acceptable,Good,Poor,371,0,0,98817892
yes,F,44,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,190,0,1,98817895
yes,M,29,Young Adult,loyal,biz,premium,Good,Good,Good,Good,Acceptable,306,18,1,98817899
yes,F,30,Middle,loyal,biz,premium,Good,Poor,Good,Good,Good,227,39,1,98817900
yes,F,45,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,314,5,1,98817901
yes,F,27,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,107,0,1,98817902
yes,F,36,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,234,0,1,98817904
no,M,28,Young Adult,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,394,71,0,98817905
yes,F,50,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,214,0,1,98817906
yes,F,48,Upper Age,infrequent,biz,premium,Good,Good,Good,Poor,Acceptable,214,6,1,98817907
no,M,41,Middle,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,221,17,0,98817908
no,M,39,Middle,loyal,pers,premium,Acceptable,Acceptable,Good,Good,Good,126,10,0,98817912
no,F,34,Middle,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Poor,Good,173,0,0,98817913
no,F,26,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Acceptable,195,9,0,98817914
yes,F,26,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Acceptable,186,13,1,98817918
no,M,65,Elder,loyal,pers,premium,Good,Good,Acceptable,Good,Acceptable,51,1,0,98817919
no,M,49,Upper Age,loyal,biz,premium,Poor,Good,Poor,Acceptable,Poor,360,0,0,98817920
yes,F,70,Elder,loyal,biz,premium,Good,Good,Good,Good,Good,159,0,1,98817924
no,M,21,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,230,51,0,98817925
yes,F,49,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,158,30,1,98817934
no,M,44,Middle,loyal,pers,regular,Good,Good,Poor,Poor,Poor,166,8,0,98817935
no,M,25,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Good,119,14,0,98817936
no,M,22,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Poor,Poor,159,0,0,98817937
no,M,31,Middle,loyal,pers,premium,Poor,Poor,Acceptable,Good,Good,134,0,0,98817939
yes,F,56,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,194,0,1,98817942
no,M,24,Young Adult,loyal,biz,regular,Acceptable,Good,Acceptable,Acceptable,Poor,528,0,0,98817943
no,F,23,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Poor,Good,260,0,0,98817945
no,F,44,Middle,loyal,biz,premium,Good,Acceptable,Good,Acceptable,Good,113,0,0,98817946
no,M,68,Elder,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Good,Poor,107,2,0,98817949
no,F,25,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Acceptable,246,30,0,98817950
no,M,22,Young Adult,loyal,biz,premium,Acceptable,Poor,Good,Good,Good,230,0,0,98817952
no,F,29,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Good,244,0,0,98817953
no,M,25,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,331,0,0,98817954
yes,F,52,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,75,0,1,98817956
yes,M,51,Upper Age,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,74,0,1,98817960
no,M,31,Middle,loyal,pers,regular,Poor,Poor,Good,Poor,Good,176,101,0,98817964
no,F,30,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,225,43,0,98817965
no,F,19,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Acceptable,Poor,315,30,0,98817967
no,F,27,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Acceptable,154,0,0,98817968
no,F,35,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Poor,160,2,0,98817969
yes,M,21,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Good,208,71,1,98817971
no,M,37,Middle,loyal,biz,regular,Poor,Good,Poor,Poor,Good,263,37,0,98817972
yes,F,52,Upper Age,loyal,pers,premium,Good,Good,Good,Good,Good,96,36,1,98817973
no,M,26,Young Adult,loyal,pers,regular,Poor,Poor,Good,Acceptable,Poor,203,13,0,98817974
no,F,37,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Acceptable,154,0,0,98817975
yes,F,34,Middle,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Good,Acceptable,182,15,1,98817976
no,F,54,Upper Age,loyal,pers,premium,Good,Good,Poor,Good,Poor,158,46,0,98817979
yes,M,48,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,135,8,1,98817981
no,F,23,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Poor,Good,Poor,154,0,0,98817985
yes,M,52,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,233,13,1,98817986
yes,M,42,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,64,147,1,98817988
yes,F,39,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,214,90,1,98817990
no,M,53,Upper Age,loyal,biz,regular,Poor,Acceptable,Poor,Acceptable,Poor,148,0,0,98817992
no,F,23,Young Adult,loyal,biz,regular,Acceptable,Poor,Poor,Acceptable,Good,249,4,0,98817995
yes,F,49,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,247,34,1,98817997
no,M,26,Young Adult,loyal,biz,premium,Acceptable,Good,Acceptable,Acceptable,Poor,515,200,0,98817999
yes,F,48,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,338,242,1,98818001
no,F,41,Middle,loyal,biz,regular,Poor,Acceptable,Poor,Acceptable,Poor,58,0,0,98818003
no,F,28,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Good,241,0,0,98818004
yes,F,52,Upper Age,loyal,biz,premium,Acceptable,Good,Good,Good,Good,403,114,1,98818007
no,M,67,Elder,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,194,47,0,98818008
yes,M,65,Elder,loyal,biz,premium,Good,Acceptable,Good,Good,Good,136,0,1,98818011
no,M,24,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Good,Good,187,20,0,98818016
no,M,49,Upper Age,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Good,404,0,0,98818023
yes,F,58,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,214,0,1,98818026
no,F,51,Upper Age,loyal,pers,premium,Acceptable,Good,Poor,Poor,Poor,61,0,0,98818031
no,F,35,Middle,loyal,biz,premium,Poor,Acceptable,Acceptable,Poor,Poor,274,15,0,98818034
yes,F,42,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,220,0,1,98818035
yes,F,44,Middle,loyal,biz,regular,Good,Good,Good,Poor,Good,225,14,1,98818038
yes,F,51,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,225,7,1,98818041
no,M,49,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,215,0,0,98818044
yes,F,48,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,216,0,1,98818045
yes,F,18,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,241,33,1,98818048
yes,M,50,Upper Age,loyal,biz,premium,Good,Acceptable,Good,Good,Good,238,0,1,98818050
yes,F,31,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,529,6,1,98818051
yes,F,24,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,199,0,1,98818053
yes,F,64,Elder,loyal,pers,regular,Good,Good,Poor,Good,Good,97,3,1,98818054
yes,M,34,Middle,loyal,pers,premium,Poor,Poor,Good,Poor,Poor,214,0,1,98818055
yes,M,45,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,189,0,1,98818056
no,F,55,Upper Age,loyal,biz,premium,Poor,Good,Poor,Acceptable,Poor,61,0,0,98818062
yes,F,50,Upper Age,infrequent,biz,regular,Good,Good,Good,Acceptable,Good,145,16,1,98818063
no,F,23,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Good,Poor,199,0,0,98818065
no,M,26,Young Adult,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,192,0,0,98818066
yes,M,26,Young Adult,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Poor,392,2,1,98818069
no,M,33,Middle,loyal,pers,regular,Good,Good,Good,Poor,Acceptable,247,0,0,98818070
yes,M,39,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,93,0,1,98818071
yes,M,49,Upper Age,loyal,biz,regular,Good,Good,Poor,Good,Acceptable,198,84,1,98818073
yes,M,51,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,377,39,1,98818074
yes,F,34,Middle,loyal,pers,regular,Poor,Acceptable,Good,Good,Good,210,0,1,98818078
no,M,60,Elder,loyal,pers,premium,Poor,Poor,Good,Good,Good,255,0,0,98818079
no,M,57,Upper Age,loyal,pers,regular,Poor,Poor,Acceptable,Acceptable,Good,170,0,0,98818081
yes,F,60,Elder,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,70,34,1,98818083
no,M,21,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Acceptable,Acceptable,362,0,0,98818084
yes,M,38,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,191,0,1,98818086
yes,F,42,Middle,loyal,biz,premium,Good,Poor,Good,Poor,Good,66,19,1,98818087
no,F,29,Young Adult,loyal,biz,regular,Poor,Poor,Poor,Poor,Good,231,0,0,98818089
yes,M,51,Upper Age,loyal,biz,premium,Good,Acceptable,Good,Good,Good,306,0,1,98818090
no,M,69,Elder,loyal,biz,regular,Acceptable,Good,Acceptable,Acceptable,Acceptable,122,108,0,98818092
yes,F,50,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,55,1,1,98818094
yes,F,35,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Acceptable,Good,270,0,1,98818099
yes,F,58,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,208,1,1,98818102
no,F,20,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Good,Poor,189,21,0,98818104
no,F,50,Upper Age,loyal,biz,regular,Good,Poor,Poor,Acceptable,Poor,298,0,0,98818105
yes,F,41,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,238,31,1,98818106
no,M,45,Middle,loyal,pers,premium,Poor,Poor,Acceptable,Good,Poor,122,3,0,98818107
yes,F,44,Middle,loyal,biz,premium,Acceptable,Good,Good,Poor,Good,219,0,1,98818110
yes,F,48,Upper Age,loyal,pers,premium,Good,Poor,Good,Good,Poor,218,0,1,98818115
no,M,27,Young Adult,loyal,pers,regular,Poor,Poor,Poor,Good,Poor,146,2,0,98818118
yes,M,47,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,178,1,1,98818119
no,M,43,Middle,loyal,pers,regular,Poor,Poor,Acceptable,Acceptable,Good,168,8,0,98818121
no,F,26,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Acceptable,Acceptable,Poor,336,16,0,98818123
no,M,70,Elder,loyal,pers,regular,Acceptable,Good,Acceptable,Good,Poor,292,10,0,98818126
yes,F,28,Young Adult,infrequent,biz,premium,Good,Acceptable,Good,Good,Good,249,0,1,98818132
no,M,51,Upper Age,loyal,pers,premium,Poor,Poor,Good,Poor,Good,274,88,0,98818133
no,M,61,Elder,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,106,46,0,98818135
yes,M,26,Young Adult,loyal,biz,regular,Poor,Acceptable,Poor,Good,Acceptable,289,0,1,98818136
no,F,38,Middle,infrequent,biz,regular,Good,Good,Good,Poor,Acceptable,131,0,0,98818138
yes,F,44,Middle,loyal,biz,regular,Good,Poor,Good,Good,Good,77,0,1,98818141
yes,F,45,Middle,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,98,0,1,98818142
no,M,48,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Acceptable,Good,137,60,0,98818146
yes,M,33,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Poor,119,0,1,98818147
yes,M,19,Young Adult,loyal,biz,regular,Acceptable,Acceptable,Good,Poor,Acceptable,475,35,1,98818149
no,M,33,Middle,loyal,pers,regular,Poor,Poor,Poor,Poor,Good,290,53,0,98818155
no,F,72,Elder,infrequent,biz,regular,Acceptable,Acceptable,Acceptable,Acceptable,Poor,184,0,0,98818157
no,M,31,Middle,loyal,biz,regular,Poor,Good,Good,Poor,Good,302,8,0,98818158
no,M,39,Middle,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,219,0,0,98818159
yes,F,38,Middle,loyal,biz,premium,Acceptable,Good,Acceptable,Poor,Acceptable,363,0,1,98818160
no,M,26,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Good,189,127,0,98818161
yes,F,35,Middle,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,196,133,1,98818162
yes,F,50,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,253,44,1,98818165
yes,F,47,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Good,103,0,1,98818167
no,M,24,Young Adult,loyal,pers,premium,Acceptable,Acceptable,Good,Good,Good,138,0,0,98818171
yes,M,54,Upper Age,loyal,biz,premium,Good,Poor,Good,Good,Good,328,0,1,98818176
no,F,38,Middle,infrequent,biz,premium,Acceptable,Poor,Good,Acceptable,Good,262,5,0,98818177
yes,F,24,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Poor,Acceptable,172,0,1,98818181
yes,M,32,Middle,loyal,biz,premium,Poor,Poor,Poor,Good,Good,249,0,1,98818185
yes,F,24,Young Adult,loyal,biz,regular,Poor,Poor,Poor,Good,Good,466,3,1,98818187
yes,F,21,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,190,163,1,98818189
yes,M,46,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,399,0,1,98818190
yes,F,50,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,166,5,1,98818191
no,M,67,Elder,loyal,pers,regular,Acceptable,Poor,Good,Good,Acceptable,170,0,0,98818192
no,F,33,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Acceptable,Acceptable,191,0,0,98818200
yes,F,24,Young Adult,infrequent,biz,regular,Good,Good,Good,Acceptable,Good,159,57,1,98818201
no,F,35,Middle,infrequent,biz,premium,Poor,Poor,Good,Poor,Acceptable,199,0,0,98818202
no,M,26,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Good,245,0,0,98818203
no,M,61,Elder,loyal,pers,premium,Poor,Poor,Good,Poor,Acceptable,326,11,0,98818204
no,M,36,Middle,infrequent,biz,regular,Poor,Poor,Good,Poor,Good,239,22,0,98818205
no,M,53,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,225,2,0,98818206
no,F,33,Middle,loyal,biz,regular,Poor,Good,Poor,Acceptable,Poor,185,42,0,98818207
yes,M,38,Middle,loyal,biz,regular,Good,Poor,Poor,Good,Good,124,0,1,98818210
yes,F,23,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,336,0,1,98818215
no,F,35,Middle,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Poor,193,39,0,98818217
yes,F,35,Middle,loyal,biz,premium,Good,Poor,Poor,Good,Poor,200,95,1,98818220
yes,F,33,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,386,2,1,98818221
no,F,43,Middle,infrequent,biz,regular,Good,Acceptable,Good,Acceptable,Good,167,92,0,98818222
no,F,27,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Poor,281,56,0,98818226
yes,M,34,Middle,loyal,biz,regular,Good,Good,Good,Poor,Good,154,0,1,98818227
no,M,34,Middle,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Good,152,96,0,98818228
yes,F,67,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,50,65,1,98818236
yes,M,55,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,284,0,1,98818238
no,M,30,Middle,loyal,biz,premium,Good,Acceptable,Good,Good,Acceptable,199,18,0,98818240
yes,M,69,Elder,loyal,biz,regular,Poor,Poor,Good,Acceptable,Good,216,0,1,98818241
no,M,31,Middle,loyal,pers,regular,Poor,Poor,Acceptable,Poor,Poor,169,82,0,98818244
no,F,21,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Acceptable,211,24,0,98818245
yes,M,31,Middle,loyal,pers,premium,Good,Good,Good,Good,Acceptable,117,0,1,98818247
yes,F,31,Middle,loyal,biz,premium,Good,Good,Good,Good,Acceptable,339,0,1,98818248
yes,M,29,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Good,197,6,1,98818251
no,M,44,Middle,loyal,biz,regular,Poor,Good,Acceptable,Poor,Poor,126,0,0,98818252
yes,F,58,Upper Age,loyal,pers,premium,Poor,Poor,Acceptable,Good,Acceptable,190,8,1,98818255
