,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Travel_Distance(km),delay(seconds),ID
29956,F,48,Upper Age,loyal,pers,regular,55,35,98829957
29960,F,58,Upper Age,loyal,pers,regular,62,1,98829961
29962,M,29,Young Adult,loyal,biz,regular,208,98,98829963
29966,M,53,Upper Age,loyal,biz,premium,232,44,98829967
29972,M,29,Young Adult,loyal,biz,premium,237,9,98829973
29977,M,45,Middle,loyal,biz,premium,292,3,98829978
29982,M,25,Young Adult,loyal,biz,regular,160,7,98829983
29983,M,49,Upper Age,loyal,biz,premium,366,2,98829984
29985,M,58,Upper Age,loyal,pers,premium,131,0,98829986
29988,F,21,Young Adult,infrequent,biz,premium,165,146,98829989
29989,M,40,Middle,infrequent,biz,premium,90,24,98829990
29991,M,27,Young Adult,loyal,pers,premium,244,8,98829992
29994,M,20,Young Adult,loyal,pers,premium,287,0,98829995
29996,F,19,Young Adult,loyal,pers,premium,204,9,98829997
29999,F,47,Upper Age,loyal,biz,premium,291,17,98830000
30000,M,22,Young Adult,loyal,biz,regular,195,64,98830001
30001,M,44,Middle,loyal,biz,premium,176,53,98830002
30002,F,22,Young Adult,loyal,biz,regular,134,7,98830003
30003,M,53,Upper Age,loyal,biz,regular,365,0,98830004
30005,F,42,Middle,loyal,biz,premium,70,34,98830006
30007,M,33,Middle,loyal,pers,regular,204,13,98830008
30009,F,58,Upper Age,loyal,pers,regular,127,60,98830010
30011,F,66,Elder,loyal,biz,premium,69,3,98830012
30013,M,61,Elder,loyal,biz,premium,167,0,98830014
30015,M,47,Upper Age,loyal,pers,premium,180,0,98830016
30016,F,56,Upper Age,loyal,biz,regular,178,0,98830017
30019,M,34,Middle,loyal,pers,premium,319,60,98830020
30022,F,39,Middle,loyal,pers,premium,213,0,98830023
30023,M,50,Upper Age,loyal,pers,premium,239,27,98830024
30025,F,34,Middle,loyal,pers,regular,206,0,98830026
30026,M,38,Middle,loyal,pers,regular,103,0,98830027
30030,M,55,Upper Age,loyal,biz,premium,99,2,98830031
30032,F,28,Young Adult,loyal,biz,premium,213,0,98830033
30033,M,29,Young Adult,infrequent,biz,regular,297,15,98830034
30034,F,44,Middle,loyal,biz,premium,59,0,98830035
30040,M,56,Upper Age,loyal,biz,premium,200,0,98830041
30041,M,48,Upper Age,loyal,biz,regular,315,0,98830042
30045,M,35,Middle,infrequent,biz,premium,194,2,98830046
30046,M,52,Upper Age,loyal,biz,regular,270,0,98830047
30048,M,44,Middle,infrequent,biz,regular,203,38,98830049
30050,F,43,Middle,loyal,biz,regular,96,0,98830051
30051,F,20,Young Adult,loyal,biz,premium,275,2,98830052
30052,F,46,Upper Age,loyal,pers,regular,112,0,98830053
30053,M,36,Middle,loyal,biz,premium,80,13,98830054
30054,M,58,Upper Age,loyal,biz,premium,255,0,98830055
30055,F,34,Middle,loyal,biz,regular,220,0,98830056
30056,F,18,Young Adult,loyal,biz,regular,250,60,98830057
30057,F,43,Middle,loyal,biz,regular,78,6,98830058
30058,M,29,Young Adult,loyal,biz,premium,126,0,98830059
30059,F,54,Upper Age,loyal,pers,premium,105,53,98830060
30062,M,40,Middle,loyal,biz,regular,70,0,98830063
30063,F,31,Middle,loyal,pers,premium,138,33,98830064
30064,F,22,Young Adult,infrequent,biz,premium,160,0,98830065
30067,F,24,Young Adult,loyal,biz,regular,271,45,98830068
30068,M,45,Middle,loyal,pers,premium,170,28,98830069
30070,M,36,Middle,loyal,biz,premium,83,19,98830071
30071,F,58,Upper Age,loyal,pers,regular,65,5,98830072
30072,M,38,Middle,loyal,biz,premium,189,73,98830073
30075,M,31,Middle,loyal,biz,regular,554,69,98830076
30079,F,26,Young Adult,infrequent,biz,regular,358,1,98830080
30081,M,47,Upper Age,loyal,biz,regular,247,0,98830082
30083,F,52,Upper Age,loyal,biz,regular,246,3,98830084
30085,F,31,Middle,loyal,biz,premium,292,215,98830086
30088,F,49,Upper Age,loyal,biz,regular,329,0,98830089
30093,M,59,Upper Age,loyal,biz,premium,88,14,98830094
30094,F,44,Middle,loyal,pers,premium,246,0,98830095
30097,F,41,Middle,loyal,pers,premium,208,12,98830098
30099,M,39,Middle,infrequent,biz,premium,210,132,98830100
30101,M,70,Elder,loyal,biz,regular,162,4,98830102
30102,F,56,Upper Age,loyal,biz,premium,181,6,98830103
30103,F,22,Young Adult,infrequent,biz,premium,192,0,98830104
30104,F,40,Middle,loyal,biz,regular,146,7,98830105
30105,M,55,Upper Age,loyal,biz,regular,77,0,98830106
30107,M,39,Middle,loyal,biz,regular,146,224,98830108
30117,M,50,Upper Age,loyal,biz,premium,183,0,98830118
30119,M,50,Upper Age,loyal,biz,premium,345,8,98830120
30125,F,47,Upper Age,loyal,biz,premium,261,2,98830126
30128,M,50,Upper Age,loyal,biz,regular,179,72,98830129
30131,F,28,Young Adult,loyal,biz,premium,254,1,98830132
30132,M,46,Upper Age,loyal,biz,regular,381,164,98830133
30141,F,38,Middle,infrequent,biz,regular,205,5,98830142
30144,F,20,Young Adult,loyal,pers,premium,232,0,98830145
30146,M,33,Middle,loyal,biz,premium,309,0,98830147
30150,M,42,Middle,loyal,biz,premium,374,98,98830151
30159,F,68,Elder,loyal,biz,regular,95,57,98830160
30162,F,59,Upper Age,loyal,biz,regular,180,8,98830163
30164,F,38,Middle,loyal,biz,regular,163,10,98830165
30165,F,51,Upper Age,loyal,biz,premium,169,26,98830166
30172,M,41,Middle,loyal,biz,premium,111,0,98830173
30177,M,37,Middle,infrequent,biz,premium,154,18,98830178
30178,F,23,Young Adult,infrequent,biz,premium,190,0,98830179
30179,M,23,Young Adult,infrequent,biz,premium,130,6,98830180
30183,F,41,Middle,loyal,pers,premium,201,236,98830184
30184,M,33,Middle,loyal,pers,premium,379,9,98830185
30186,M,62,Elder,loyal,biz,regular,165,0,98830187
30187,F,50,Upper Age,loyal,pers,premium,165,25,98830188
30189,F,43,Middle,loyal,biz,premium,230,0,98830190
30191,F,30,Middle,loyal,biz,premium,437,76,98830192
30192,M,66,Elder,loyal,biz,premium,309,0,98830193
30193,M,38,Middle,infrequent,biz,regular,136,0,98830194
30195,M,25,Young Adult,loyal,biz,regular,148,0,98830196
30196,F,44,Middle,infrequent,biz,premium,140,55,98830197
30197,M,44,Middle,infrequent,biz,regular,175,3,98830198
30198,F,32,Middle,loyal,biz,premium,234,0,98830199
30200,F,42,Middle,loyal,biz,regular,299,0,98830201
30201,F,22,Young Adult,infrequent,biz,regular,184,0,98830202
30202,M,63,Elder,loyal,biz,premium,396,0,98830203
30203,M,61,Elder,loyal,biz,regular,208,0,98830204
30204,M,42,Middle,loyal,biz,premium,157,25,98830205
30206,M,21,Young Adult,loyal,pers,regular,215,0,98830207
30208,F,40,Middle,loyal,biz,regular,124,2,98830209
30209,F,23,Young Adult,infrequent,biz,premium,186,0,98830210
30210,F,18,Young Adult,loyal,biz,premium,431,0,98830211
30211,M,37,Middle,loyal,pers,regular,134,0,98830212
30212,F,29,Young Adult,loyal,pers,premium,250,0,98830213
30215,F,39,Middle,infrequent,biz,premium,260,0,98830216
30217,M,24,Young Adult,loyal,pers,premium,205,50,98830218
30219,M,33,Middle,loyal,biz,regular,226,0,98830220
30220,M,20,Young Adult,loyal,biz,premium,235,27,98830221
30222,M,62,Elder,loyal,pers,premium,183,0,98830223
30224,M,34,Middle,loyal,biz,regular,383,233,98830225
30225,M,24,Young Adult,loyal,pers,premium,131,23,98830226
30226,F,24,Young Adult,loyal,pers,premium,87,12,98830227
30227,M,28,Young Adult,loyal,biz,regular,168,0,98830228
30228,F,23,Young Adult,infrequent,biz,premium,207,49,98830229
30229,F,65,Elder,loyal,pers,regular,68,171,98830230
30230,F,43,Middle,infrequent,biz,regular,117,0,98830231
30231,F,36,Middle,loyal,biz,premium,96,4,98830232
30232,F,27,Young Adult,infrequent,biz,premium,225,0,98830233
30233,M,38,Middle,loyal,biz,regular,113,0,98830234
30234,M,33,Middle,infrequent,biz,premium,191,0,98830235
30235,F,43,Middle,loyal,biz,premium,300,37,98830236
30237,M,55,Upper Age,loyal,biz,regular,74,17,98830238
30238,M,55,Upper Age,loyal,biz,regular,244,158,98830239
30239,M,52,Upper Age,loyal,pers,regular,260,0,98830240
30240,M,49,Upper Age,loyal,biz,premium,291,6,98830241
30242,F,38,Middle,infrequent,biz,regular,125,0,98830243
30245,M,40,Middle,loyal,biz,regular,97,0,98830246
30249,M,64,Elder,loyal,pers,regular,240,0,98830250
30250,M,37,Middle,infrequent,biz,regular,204,31,98830251
30251,M,37,Middle,loyal,biz,premium,271,6,98830252
30252,M,61,Elder,loyal,pers,premium,180,0,98830253
30254,F,29,Young Adult,loyal,biz,premium,415,0,98830255
30255,F,39,Middle,loyal,biz,premium,146,4,98830256
30259,F,27,Young Adult,loyal,pers,regular,317,4,98830260
30260,F,54,Upper Age,loyal,pers,premium,106,0,98830261
30262,M,20,Young Adult,infrequent,biz,regular,220,15,98830263
30263,F,54,Upper Age,loyal,biz,regular,79,0,98830264
30265,F,23,Young Adult,loyal,biz,premium,314,10,98830266
30268,M,40,Middle,loyal,biz,premium,243,3,98830269
30271,M,28,Young Adult,loyal,biz,regular,179,0,98830272
30273,F,55,Upper Age,loyal,biz,regular,220,139,98830274
30276,M,42,Middle,loyal,biz,regular,191,0,98830277
30278,F,51,Upper Age,loyal,biz,regular,106,0,98830279
30279,M,58,Upper Age,loyal,pers,premium,175,0,98830280
30280,M,38,Middle,loyal,pers,premium,245,40,98830281
30282,F,64,Elder,loyal,biz,premium,331,13,98830283
30287,F,22,Young Adult,loyal,biz,regular,165,226,98830288
30288,F,34,Middle,infrequent,biz,premium,171,42,98830289
30290,F,22,Young Adult,infrequent,biz,premium,227,8,98830291
30291,F,49,Upper Age,loyal,biz,regular,357,0,98830292
30293,F,31,Middle,loyal,biz,premium,471,106,98830294
30295,M,42,Middle,loyal,pers,regular,341,112,98830296
30296,F,40,Middle,infrequent,biz,premium,152,26,98830297
30298,M,51,Upper Age,loyal,pers,regular,161,0,98830299
30304,M,59,Upper Age,loyal,pers,premium,63,4,98830305
30305,F,64,Elder,loyal,pers,premium,87,0,98830306
30308,M,20,Young Adult,loyal,pers,premium,180,1,98830309
30310,M,62,Elder,loyal,biz,regular,154,5,98830311
30311,M,37,Middle,loyal,pers,regular,175,0,98830312
30313,M,48,Upper Age,loyal,biz,regular,60,1,98830314
30315,M,69,Elder,loyal,pers,regular,164,16,98830316
30317,F,41,Middle,loyal,biz,regular,354,0,98830318
30318,M,63,Elder,loyal,pers,regular,218,7,98830319
30321,M,28,Young Adult,infrequent,biz,premium,198,8,98830322
30322,F,51,Upper Age,loyal,biz,premium,349,0,98830323
30325,F,18,Young Adult,infrequent,biz,premium,228,5,98830326
30326,M,44,Middle,loyal,biz,premium,97,0,98830327
30327,F,38,Middle,loyal,pers,regular,182,0,98830328
30332,F,44,Middle,loyal,biz,regular,365,0,98830333
30334,F,53,Upper Age,loyal,biz,premium,162,2,98830335
30336,F,65,Elder,loyal,pers,premium,186,45,98830337
30338,F,18,Young Adult,loyal,pers,premium,206,0,98830339
30339,M,27,Young Adult,infrequent,biz,premium,158,26,98830340
30341,F,58,Upper Age,loyal,biz,regular,96,17,98830342
30342,F,43,Middle,loyal,biz,premium,79,42,98830343
30343,M,58,Upper Age,loyal,biz,regular,280,4,98830344
30344,M,37,Middle,loyal,pers,regular,250,0,98830345
30345,F,61,Elder,loyal,biz,premium,292,0,98830346
30347,M,37,Middle,infrequent,biz,premium,244,0,98830348
30348,F,43,Middle,loyal,pers,premium,104,0,98830349
30349,F,42,Middle,loyal,biz,regular,258,0,98830350
30350,F,34,Middle,loyal,pers,regular,220,11,98830351
30351,M,55,Upper Age,loyal,biz,regular,226,0,98830352
30352,F,35,Middle,loyal,biz,premium,157,0,98830353
30353,F,44,Middle,loyal,biz,regular,90,0,98830354
30355,M,30,Middle,loyal,pers,premium,198,0,98830356
30357,M,62,Elder,loyal,pers,premium,306,0,98830358
30362,M,31,Middle,loyal,pers,regular,236,0,98830363
30363,F,56,Upper Age,loyal,biz,regular,183,0,98830364
30364,M,23,Young Adult,loyal,biz,regular,191,0,98830365
30367,M,25,Young Adult,infrequent,biz,regular,196,0,98830368
30368,F,61,Elder,loyal,biz,premium,297,91,98830369
30369,F,50,Upper Age,loyal,biz,premium,257,16,98830370
30376,F,52,Upper Age,loyal,biz,regular,217,40,98830377
30377,M,58,Upper Age,loyal,biz,regular,258,55,98830378
30379,F,26,Young Adult,loyal,biz,regular,415,50,98830380
30380,F,49,Upper Age,loyal,pers,premium,126,1,98830381
30381,M,41,Middle,infrequent,biz,premium,258,142,98830382
30383,F,41,Middle,loyal,pers,regular,141,0,98830384
30387,M,40,Middle,loyal,biz,premium,298,1,98830388
30389,F,48,Upper Age,loyal,pers,regular,69,15,98830390
30391,M,38,Middle,loyal,biz,premium,363,162,98830392
30392,F,47,Upper Age,loyal,biz,premium,380,10,98830393
30393,M,32,Middle,loyal,biz,regular,379,0,98830394
30395,F,20,Young Adult,loyal,pers,premium,165,51,98830396
30396,M,63,Elder,loyal,biz,premium,148,6,98830397
30397,M,47,Upper Age,loyal,biz,regular,201,5,98830398
30399,M,26,Young Adult,infrequent,biz,regular,176,16,98830400
30401,F,23,Young Adult,loyal,biz,premium,195,0,98830402
30402,F,40,Middle,infrequent,biz,regular,218,129,98830403
30403,F,52,Upper Age,loyal,pers,premium,112,2,98830404
30404,M,36,Middle,loyal,pers,premium,230,0,98830405
30406,F,46,Upper Age,loyal,biz,premium,123,0,98830407
30407,M,37,Middle,infrequent,biz,premium,287,69,98830408
30408,M,22,Young Adult,loyal,pers,regular,206,0,98830409
30409,M,34,Middle,loyal,pers,premium,210,0,98830410
30411,M,57,Upper Age,loyal,biz,regular,358,0,98830412
30413,F,49,Upper Age,loyal,pers,premium,152,12,98830414
30420,F,50,Upper Age,loyal,biz,regular,58,0,98830421
30422,F,60,Elder,loyal,biz,regular,168,1,98830423
30423,M,48,Upper Age,loyal,pers,premium,50,54,98830424
30424,F,35,Middle,loyal,pers,regular,159,31,98830425
30428,M,58,Upper Age,loyal,biz,premium,185,0,98830429
30430,M,59,Upper Age,loyal,biz,premium,164,0,98830431
30432,M,54,Upper Age,loyal,pers,premium,336,0,98830433
30434,M,61,Elder,loyal,pers,premium,181,5,98830435
30435,M,30,Middle,loyal,biz,regular,448,198,98830436
30436,M,28,Young Adult,loyal,biz,premium,168,0,98830437
30437,M,27,Young Adult,infrequent,biz,premium,153,19,98830438
30438,M,41,Middle,loyal,biz,premium,179,4,98830439
30439,M,44,Middle,loyal,biz,regular,298,0,98830440
30441,F,28,Young Adult,infrequent,biz,premium,178,8,98830442
30442,F,34,Middle,loyal,pers,regular,148,11,98830443
30444,M,34,Middle,infrequent,biz,premium,185,0,98830445
30446,M,36,Middle,loyal,biz,premium,64,173,98830447
30447,M,58,Upper Age,infrequent,biz,premium,171,87,98830448
30448,M,48,Upper Age,loyal,biz,premium,293,1,98830449
30449,F,40,Middle,loyal,biz,regular,189,0,98830450
30450,M,18,Young Adult,loyal,pers,premium,409,0,98830451
30451,F,41,Middle,loyal,biz,premium,380,0,98830452
30454,F,55,Upper Age,loyal,biz,premium,55,4,98830455
30455,M,39,Middle,loyal,pers,regular,221,2,98830456
30457,M,34,Middle,loyal,biz,premium,89,0,98830458
30459,F,59,Upper Age,loyal,biz,regular,199,29,98830460
30461,M,44,Middle,loyal,biz,regular,217,0,98830462
30467,M,36,Middle,loyal,pers,premium,138,37,98830468
30468,F,24,Young Adult,loyal,biz,regular,378,73,98830469
30474,F,27,Young Adult,loyal,biz,regular,186,0,98830475
30476,F,24,Young Adult,loyal,biz,premium,203,14,98830477
30479,F,24,Young Adult,infrequent,biz,regular,227,0,98830480
30480,F,22,Young Adult,loyal,pers,regular,198,18,98830481
30481,F,58,Upper Age,loyal,biz,regular,227,21,98830482
30482,F,44,Middle,loyal,biz,premium,57,0,98830483
30483,F,65,Elder,loyal,pers,premium,115,7,98830484
30484,F,37,Middle,loyal,biz,premium,229,1,98830485
30485,M,33,Middle,loyal,biz,premium,227,61,98830486
30486,M,41,Middle,loyal,biz,premium,258,14,98830487
30489,M,42,Middle,loyal,biz,premium,72,31,98830490
30490,F,22,Young Adult,loyal,pers,regular,144,82,98830491
30492,M,23,Young Adult,infrequent,biz,regular,177,0,98830493
30495,F,26,Young Adult,loyal,biz,premium,147,0,98830496
30497,M,58,Upper Age,loyal,biz,regular,173,3,98830498
30499,M,35,Middle,loyal,pers,regular,162,10,98830500
30500,M,31,Middle,loyal,pers,premium,186,1,98830501
30501,M,64,Elder,loyal,biz,regular,237,3,98830502
30502,M,54,Upper Age,loyal,biz,premium,197,0,98830503
30503,F,50,Upper Age,loyal,biz,regular,74,76,98830504
30504,F,23,Young Adult,infrequent,biz,regular,245,0,98830505
30505,F,30,Middle,loyal,biz,regular,318,0,98830506
30508,M,36,Middle,loyal,pers,regular,220,0,98830509
30511,M,29,Young Adult,loyal,biz,premium,394,9,98830512
30512,F,51,Upper Age,loyal,pers,premium,88,0,98830513
30513,M,35,Middle,loyal,biz,regular,110,0,98830514
30521,M,38,Middle,loyal,biz,premium,260,0,98830522
30522,F,25,Young Adult,loyal,biz,premium,250,6,98830523
30524,F,42,Middle,loyal,biz,regular,187,52,98830525
30526,M,49,Upper Age,loyal,pers,premium,264,10,98830527
30529,M,55,Upper Age,infrequent,biz,premium,273,0,98830530
30530,M,49,Upper Age,loyal,biz,regular,258,5,98830531
30531,F,31,Middle,loyal,biz,regular,148,234,98830532
30533,M,50,Upper Age,loyal,biz,regular,99,0,98830534
30534,F,32,Middle,infrequent,biz,premium,195,0,98830535
30536,F,54,Upper Age,loyal,biz,regular,342,0,98830537
30537,F,44,Middle,loyal,biz,premium,382,0,98830538
30540,M,39,Middle,loyal,pers,regular,358,50,98830541
30541,M,48,Upper Age,loyal,biz,premium,342,0,98830542
30542,F,26,Young Adult,loyal,biz,regular,520,0,98830543
30543,M,25,Young Adult,loyal,pers,premium,140,38,98830544
30546,M,56,Upper Age,loyal,biz,regular,176,2,98830547
30547,M,54,Upper Age,infrequent,biz,regular,128,0,98830548
30548,F,23,Young Adult,loyal,biz,premium,293,4,98830549
30550,F,19,Young Adult,loyal,pers,premium,157,0,98830551
30555,M,24,Young Adult,infrequent,biz,regular,149,91,98830556
30557,F,51,Upper Age,loyal,biz,premium,148,0,98830558
30558,F,24,Young Adult,loyal,biz,regular,218,9,98830559
30561,M,51,Upper Age,loyal,biz,regular,365,2,98830562
30562,M,36,Middle,loyal,biz,regular,184,0,98830563
30563,M,47,Upper Age,loyal,biz,regular,351,0,98830564
30564,F,48,Upper Age,loyal,biz,premium,106,0,98830565
30565,F,68,Elder,loyal,biz,premium,296,6,98830566
30567,M,25,Young Adult,loyal,biz,premium,536,146,98830568
30569,F,25,Young Adult,loyal,pers,premium,151,91,98830570
30570,F,40,Middle,loyal,biz,premium,106,0,98830571
30574,F,45,Middle,loyal,biz,premium,164,6,98830575
30576,F,21,Young Adult,loyal,pers,premium,191,14,98830577
30578,F,26,Young Adult,loyal,biz,regular,203,0,98830579
30579,M,28,Young Adult,loyal,biz,regular,436,0,98830580
30583,F,25,Young Adult,loyal,biz,premium,270,0,98830584
30585,M,59,Upper Age,loyal,biz,regular,232,172,98830586
30588,M,44,Middle,loyal,pers,regular,237,84,98830589
30591,M,66,Elder,loyal,pers,regular,192,0,98830592
30592,F,23,Young Adult,loyal,biz,regular,518,0,98830593
30595,M,22,Young Adult,loyal,pers,premium,203,0,98830596
30596,M,29,Young Adult,infrequent,biz,regular,255,67,98830597
30598,F,45,Middle,loyal,biz,premium,50,113,98830599
30599,M,30,Middle,loyal,pers,premium,192,41,98830600
30601,F,38,Middle,loyal,biz,premium,369,19,98830602
30602,F,24,Young Adult,infrequent,biz,premium,220,21,98830603
30605,F,30,Middle,loyal,pers,regular,187,1,98830606
30608,M,53,Upper Age,loyal,biz,premium,288,0,98830609
30611,M,28,Young Adult,loyal,biz,regular,218,0,98830612
30615,M,48,Upper Age,loyal,pers,regular,218,33,98830616
30618,F,22,Young Adult,infrequent,biz,premium,219,0,98830619
30620,M,41,Middle,loyal,biz,premium,195,20,98830621
30622,F,53,Upper Age,loyal,biz,regular,89,0,98830623
30624,M,39,Middle,loyal,biz,premium,66,168,98830625
30626,M,62,Elder,loyal,pers,regular,157,5,98830627
30628,F,68,Elder,loyal,pers,regular,100,70,98830629
30629,M,48,Upper Age,loyal,biz,regular,399,0,98830630
30630,F,29,Young Adult,loyal,biz,regular,482,0,98830631
30632,F,50,Upper Age,loyal,biz,regular,59,152,98830633
30635,F,33,Middle,loyal,biz,regular,161,0,98830636
30637,F,28,Young Adult,loyal,biz,premium,364,0,98830638
30640,M,46,Upper Age,loyal,pers,premium,198,10,98830641
30641,M,32,Middle,loyal,pers,premium,184,34,98830642
30642,F,27,Young Adult,loyal,pers,premium,227,233,98830643
30643,M,67,Elder,loyal,pers,regular,186,0,98830644
30644,F,25,Young Adult,infrequent,biz,premium,222,0,98830645
30646,F,24,Young Adult,infrequent,biz,premium,167,2,98830647
30649,F,25,Young Adult,infrequent,biz,premium,173,15,98830650
30650,F,63,Elder,loyal,biz,regular,384,188,98830651
30656,F,24,Young Adult,infrequent,biz,regular,222,123,98830657
30658,F,44,Middle,loyal,biz,premium,382,0,98830659
30664,M,64,Elder,loyal,pers,regular,100,0,98830665
30665,F,56,Upper Age,loyal,biz,regular,83,0,98830666
30668,M,32,Middle,loyal,pers,regular,142,0,98830669
30669,M,39,Middle,loyal,biz,regular,314,0,98830670
30671,F,34,Middle,loyal,biz,regular,234,7,98830672
30672,M,51,Upper Age,loyal,biz,premium,262,10,98830673
30673,M,23,Young Adult,loyal,biz,premium,243,6,98830674
30676,F,39,Middle,loyal,biz,premium,288,0,98830677
30677,M,19,Young Adult,loyal,pers,regular,157,0,98830678
30678,M,35,Middle,loyal,pers,premium,170,3,98830679
30679,F,54,Upper Age,loyal,biz,premium,241,0,98830680
30681,F,41,Middle,loyal,biz,regular,237,0,98830682
30682,M,61,Elder,loyal,pers,premium,175,10,98830683
