,Satisfied,Seat_Comfort,Catering,Online_Support,Cleanliness,Catering,Onboard_Service,num_sat
22476,yes,Good,Acceptable,Good,Poor,Acceptable,Poor,1
22478,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
22479,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
22480,yes,Good,Poor,Good,Poor,Poor,Good,1
22481,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
22482,no,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,0
22483,no,Good,Acceptable,Good,Good,Acceptable,Acceptable,0
22486,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
22487,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
22489,no,Acceptable,Good,Poor,Acceptable,Good,Acceptable,0
22491,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
22493,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
22498,yes,Good,Good,Good,Good,Good,Good,1
22499,yes,Good,Poor,Good,Good,Poor,Good,1
22500,no,Acceptable,Good,Acceptable,Acceptable,Good,Poor,0
22504,yes,Good,Good,Good,Good,Good,Good,1
22505,no,Good,Good,Good,Good,Good,Acceptable,0
22506,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
22511,yes,Good,Good,Good,Good,Good,Good,1
22512,yes,Poor,Poor,Good,Good,Poor,Good,1
22513,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
22515,yes,Good,Good,Good,Good,Good,Good,1
22517,yes,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,1
22519,no,Poor,Good,Poor,Good,Good,Poor,0
22520,yes,Poor,Poor,Good,Good,Poor,Good,1
22522,no,Poor,Poor,Poor,Good,Poor,Poor,0
22523,yes,Good,Poor,Good,Good,Poor,Poor,1
22525,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
22527,no,Acceptable,Good,Good,Acceptable,Good,Acceptable,0
22529,yes,Poor,Poor,Good,Poor,Poor,Poor,1
22530,yes,Poor,Good,Good,Good,Good,Good,1
22531,yes,Poor,Poor,Good,Good,Poor,Good,1
22532,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
22536,yes,Good,Good,Good,Good,Good,Good,1
22537,yes,Poor,Poor,Good,Good,Poor,Good,1
22538,yes,Good,Acceptable,Good,Good,Acceptable,Poor,1
22539,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
22543,yes,Good,Good,Poor,Poor,Good,Poor,1
22544,no,Acceptable,Acceptable,Good,Poor,Acceptable,Good,0
22545,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
22551,yes,Acceptable,Good,Good,Good,Good,Good,1
22553,yes,Poor,Poor,Good,Good,Poor,Good,1
22555,yes,Good,Poor,Good,Good,Poor,Poor,1
22557,yes,Poor,Poor,Good,Poor,Poor,Acceptable,1
22558,yes,Good,Good,Good,Good,Good,Good,1
22559,yes,Poor,Poor,Good,Good,Poor,Good,1
22561,no,Poor,Good,Poor,Acceptable,Good,Poor,0
22564,no,Poor,Poor,Poor,Good,Poor,Poor,0
22566,no,Poor,Good,Poor,Good,Good,Poor,0
22570,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22571,yes,Poor,Poor,Poor,Acceptable,Poor,Acceptable,1
22572,yes,Good,Good,Good,Good,Good,Good,1
22573,no,Poor,Poor,Good,Poor,Poor,Poor,0
22574,no,Poor,Poor,Good,Good,Poor,Good,0
22575,yes,Poor,Good,Good,Good,Good,Good,1
22588,yes,Good,Good,Good,Good,Good,Acceptable,1
22590,no,Good,Good,Acceptable,Good,Good,Poor,0
22591,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
22592,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22593,yes,Good,Good,Good,Good,Good,Good,1
22596,yes,Poor,Poor,Good,Good,Poor,Good,1
22598,no,Good,Poor,Acceptable,Acceptable,Poor,Poor,0
22600,yes,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,1
22601,no,Poor,Poor,Good,Good,Poor,Acceptable,0
22603,yes,Poor,Poor,Poor,Good,Poor,Good,1
22604,yes,Good,Good,Good,Poor,Good,Poor,1
22607,yes,Poor,Poor,Poor,Acceptable,Poor,Poor,1
22613,no,Poor,Poor,Good,Good,Poor,Poor,0
22614,yes,Poor,Poor,Good,Poor,Poor,Poor,1
22618,yes,Good,Good,Good,Good,Good,Good,1
22621,yes,Poor,Poor,Good,Good,Poor,Good,1
22622,yes,Good,Poor,Good,Poor,Poor,Acceptable,1
22626,yes,Poor,Poor,Good,Good,Poor,Good,1
22627,yes,Poor,Poor,Good,Good,Poor,Good,1
22631,yes,Poor,Poor,Good,Good,Poor,Good,1
22633,no,Poor,Good,Acceptable,Poor,Good,Poor,0
22634,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
22636,yes,Poor,Poor,Good,Good,Poor,Good,1
22641,no,Good,Good,Acceptable,Good,Good,Acceptable,0
22643,no,Poor,Good,Acceptable,Poor,Good,Poor,0
22647,no,Poor,Poor,Poor,Poor,Poor,Poor,0
22648,no,Poor,Poor,Poor,Good,Poor,Good,0
22652,yes,Good,Good,Good,Poor,Good,Poor,1
22655,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
22656,yes,Good,Good,Good,Good,Good,Good,1
22657,no,Poor,Poor,Poor,Poor,Poor,Poor,0
22659,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
22660,yes,Poor,Poor,Acceptable,Poor,Poor,Poor,1
22663,yes,Good,Good,Good,Good,Good,Good,1
22664,no,Poor,Poor,Poor,Good,Poor,Poor,0
22665,no,Poor,Poor,Good,Good,Poor,Acceptable,0
22666,no,Acceptable,Good,Acceptable,Good,Good,Poor,0
22667,yes,Poor,Poor,Good,Good,Poor,Good,1
22668,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
22669,yes,Good,Good,Good,Good,Good,Good,1
22670,yes,Good,Poor,Good,Good,Poor,Good,1
22674,no,Poor,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
22676,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
22678,no,Poor,Poor,Poor,Poor,Poor,Acceptable,0
22679,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
22681,no,Good,Acceptable,Good,Good,Acceptable,Good,0
22684,yes,Good,Good,Good,Poor,Good,Good,1
22686,yes,Acceptable,Poor,Good,Good,Poor,Good,1
22688,yes,Good,Good,Good,Poor,Good,Poor,1
22689,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
22691,yes,Poor,Poor,Good,Good,Poor,Good,1
22692,no,Good,Poor,Good,Acceptable,Poor,Good,0
22694,no,Good,Good,Good,Good,Good,Acceptable,0
22696,no,Poor,Poor,Good,Good,Poor,Poor,0
22697,yes,Poor,Poor,Good,Good,Poor,Good,1
22699,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
22700,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
22702,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
22703,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
22704,no,Good,Good,Poor,Poor,Good,Poor,0
22709,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
22710,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22713,yes,Good,Good,Good,Good,Good,Good,1
22714,no,Acceptable,Poor,Poor,Good,Poor,Acceptable,0
22716,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
22717,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
22722,yes,Poor,Poor,Good,Good,Poor,Good,1
22726,yes,Poor,Poor,Good,Good,Poor,Good,1
22728,no,Poor,Poor,Poor,Poor,Poor,Good,0
22729,no,Good,Acceptable,Good,Poor,Acceptable,Poor,0
22730,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
22731,no,Poor,Poor,Good,Poor,Poor,Poor,0
22732,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
22733,yes,Poor,Good,Good,Good,Good,Good,1
22734,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22735,yes,Poor,Poor,Good,Good,Poor,Good,1
22737,yes,Good,Good,Good,Good,Good,Good,1
22738,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
22740,yes,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Acceptable,1
22742,yes,Good,Good,Good,Good,Good,Good,1
22745,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
22746,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22747,yes,Poor,Poor,Acceptable,Good,Poor,Acceptable,1
22755,yes,Good,Good,Good,Good,Good,Good,1
22756,no,Poor,Good,Poor,Poor,Good,Poor,0
22758,yes,Good,Acceptable,Acceptable,Poor,Acceptable,Good,1
22759,no,Poor,Poor,Acceptable,Poor,Poor,Good,0
22760,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22761,no,Poor,Good,Poor,Good,Good,Acceptable,0
22762,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
22764,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
22767,no,Poor,Good,Poor,Acceptable,Good,Poor,0
22770,yes,Poor,Poor,Good,Good,Poor,Good,1
22771,yes,Good,Good,Good,Good,Good,Good,1
22772,yes,Poor,Poor,Good,Good,Poor,Good,1
22774,no,Good,Good,Poor,Poor,Good,Good,0
22777,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
22782,no,Good,Good,Poor,Good,Good,Poor,0
22783,no,Poor,Poor,Good,Good,Poor,Poor,0
22788,no,Poor,Good,Poor,Good,Good,Poor,0
22789,no,Poor,Poor,Good,Good,Poor,Acceptable,0
22791,no,Good,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
22794,no,Poor,Poor,Good,Poor,Poor,Good,0
22795,yes,Good,Acceptable,Good,Poor,Acceptable,Acceptable,1
22796,yes,Good,Good,Acceptable,Acceptable,Good,Poor,1
22798,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
22799,yes,Good,Poor,Good,Good,Poor,Good,1
22802,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22803,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
22816,yes,Good,Good,Good,Good,Good,Good,1
22818,no,Good,Good,Good,Acceptable,Good,Poor,0
22821,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
22822,no,Acceptable,Poor,Good,Good,Poor,Acceptable,0
22825,yes,Good,Good,Poor,Good,Good,Good,1
22826,no,Poor,Poor,Good,Good,Poor,Good,0
22827,yes,Poor,Poor,Good,Good,Poor,Good,1
22828,yes,Acceptable,Poor,Good,Poor,Poor,Poor,1
22830,no,Poor,Poor,Poor,Good,Poor,Poor,0
22831,yes,Acceptable,Good,Good,Good,Good,Good,1
22832,no,Poor,Good,Acceptable,Poor,Good,Good,0
22834,yes,Good,Good,Good,Poor,Good,Acceptable,1
22835,no,Poor,Good,Poor,Poor,Good,Poor,0
22837,yes,Good,Good,Good,Acceptable,Good,Poor,1
22839,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
22843,yes,Good,Good,Good,Good,Good,Good,1
22844,yes,Good,Good,Poor,Good,Good,Good,1
22846,yes,Poor,Poor,Good,Good,Poor,Good,1
22848,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,0
22849,yes,Poor,Poor,Good,Good,Poor,Good,1
22850,no,Poor,Poor,Good,Good,Poor,Acceptable,0
22851,no,Acceptable,Good,Acceptable,Good,Good,Acceptable,0
22852,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
22853,no,Good,Good,Good,Acceptable,Good,Poor,0
22854,no,Good,Good,Acceptable,Acceptable,Good,Good,0
22855,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22856,no,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,0
22857,no,Poor,Acceptable,Poor,Good,Acceptable,Poor,0
22859,no,Good,Good,Good,Good,Good,Acceptable,0
22861,yes,Poor,Poor,Good,Good,Poor,Good,1
22862,no,Poor,Poor,Good,Good,Poor,Good,0
22863,yes,Good,Good,Good,Good,Good,Good,1
22864,yes,Poor,Poor,Good,Good,Poor,Good,1
22866,yes,Poor,Poor,Good,Good,Poor,Good,1
22871,yes,Poor,Poor,Good,Good,Poor,Good,1
22872,no,Poor,Poor,Poor,Good,Poor,Poor,0
22875,no,Poor,Poor,Good,Good,Poor,Good,0
22876,no,Poor,Poor,Good,Good,Poor,Acceptable,0
22878,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
22879,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
22880,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
22882,no,Poor,Poor,Poor,Poor,Poor,Poor,0
22886,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
22887,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
22891,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
22892,yes,Good,Good,Poor,Good,Good,Good,1
22893,no,Poor,Poor,Poor,Good,Poor,Good,0
22897,yes,Good,Good,Acceptable,Acceptable,Good,Poor,1
22900,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
22903,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
22905,no,Good,Good,Poor,Good,Good,Good,0
22907,no,Good,Good,Good,Acceptable,Good,Poor,0
22909,yes,Good,Good,Acceptable,Good,Good,Good,1
22915,yes,Good,Good,Good,Good,Good,Poor,1
22918,yes,Acceptable,Poor,Acceptable,Good,Poor,Good,1
22919,no,Good,Good,Good,Good,Good,Poor,0
22923,yes,Good,Good,Good,Poor,Good,Poor,1
22924,yes,Good,Good,Good,Good,Good,Good,1
22925,no,Poor,Poor,Good,Acceptable,Poor,Good,0
22928,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22929,no,Good,Good,Good,Acceptable,Good,Acceptable,0
22931,no,Acceptable,Poor,Poor,Acceptable,Poor,Acceptable,0
22934,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22938,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
22940,no,Good,Good,Poor,Good,Good,Acceptable,0
22942,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
22943,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
22945,yes,Good,Good,Good,Good,Good,Good,1
22948,yes,Poor,Poor,Good,Good,Poor,Good,1
22950,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
22951,no,Poor,Poor,Poor,Good,Poor,Good,0
22952,yes,Good,Good,Good,Poor,Good,Poor,1
22955,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
22957,yes,Poor,Poor,Good,Good,Poor,Poor,1
22961,yes,Poor,Poor,Good,Good,Poor,Good,1
22962,yes,Poor,Poor,Good,Poor,Poor,Poor,1
22963,yes,Good,Good,Good,Good,Good,Good,1
22964,yes,Good,Good,Good,Good,Good,Good,1
22966,yes,Good,Poor,Good,Acceptable,Poor,Acceptable,1
22967,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
22971,yes,Good,Good,Poor,Good,Good,Good,1
22973,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
22974,yes,Good,Poor,Good,Good,Poor,Good,1
22978,yes,Poor,Poor,Good,Poor,Poor,Poor,1
22981,yes,Poor,Poor,Good,Good,Poor,Good,1
22983,yes,Good,Good,Good,Good,Good,Good,1
22985,no,Good,Good,Acceptable,Good,Good,Poor,0
22989,no,Good,Poor,Good,Good,Poor,Good,0
22990,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
22995,no,Good,Good,Acceptable,Acceptable,Good,Acceptable,0
22996,yes,Poor,Poor,Good,Good,Poor,Good,1
22997,yes,Poor,Poor,Good,Good,Poor,Good,1
22998,no,Poor,Poor,Poor,Good,Poor,Good,0
23001,yes,Good,Good,Poor,Good,Good,Acceptable,1
23004,no,Poor,Good,Poor,Poor,Good,Poor,0
23005,yes,Poor,Poor,Good,Good,Poor,Good,1
23014,no,Good,Good,Acceptable,Good,Good,Acceptable,0
23015,no,Good,Good,Good,Good,Good,Acceptable,0
23017,no,Poor,Good,Good,Poor,Good,Poor,0
23020,no,Poor,Poor,Poor,Poor,Poor,Poor,0
23022,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
23023,no,Good,Good,Acceptable,Good,Good,Good,0
23027,no,Good,Good,Acceptable,Good,Good,Acceptable,0
23028,yes,Good,Good,Poor,Good,Good,Poor,1
23029,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Poor,0
23031,no,Good,Acceptable,Good,Good,Acceptable,Good,0
23032,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
23035,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Good,0
23037,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
23038,yes,Good,Good,Poor,Good,Good,Good,1
23040,yes,Good,Good,Good,Good,Good,Good,1
23045,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
23049,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
23053,no,Poor,Acceptable,Poor,Good,Acceptable,Poor,0
23054,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23055,no,Acceptable,Poor,Acceptable,Poor,Poor,Poor,0
23057,no,Good,Good,Good,Good,Good,Good,0
23060,no,Poor,Good,Poor,Acceptable,Good,Poor,0
23063,yes,Good,Good,Good,Good,Good,Good,1
23068,yes,Good,Good,Good,Poor,Good,Acceptable,1
23069,no,Acceptable,Good,Poor,Acceptable,Good,Good,0
23072,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
23073,no,Poor,Poor,Acceptable,Acceptable,Poor,Acceptable,0
23076,yes,Poor,Poor,Good,Good,Poor,Good,1
23077,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,0
23078,yes,Poor,Poor,Good,Good,Poor,Good,1
23080,yes,Poor,Poor,Good,Good,Poor,Good,1
23081,yes,Good,Good,Good,Acceptable,Good,Poor,1
23082,yes,Good,Good,Good,Good,Good,Good,1
23083,yes,Good,Good,Good,Good,Good,Good,1
23086,yes,Poor,Poor,Good,Good,Poor,Good,1
23088,yes,Good,Good,Poor,Acceptable,Good,Poor,1
23090,no,Acceptable,Poor,Acceptable,Good,Poor,Acceptable,0
23091,no,Poor,Poor,Poor,Good,Poor,Poor,0
23092,no,Good,Acceptable,Good,Good,Acceptable,Good,0
23093,no,Poor,Poor,Good,Good,Poor,Good,0
23094,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
23095,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23101,yes,Poor,Poor,Good,Good,Poor,Good,1
23105,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
23110,yes,Good,Poor,Good,Good,Poor,Acceptable,1
23113,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
23114,yes,Poor,Poor,Good,Good,Poor,Good,1
23117,no,Poor,Poor,Poor,Good,Poor,Good,0
23118,yes,Good,Good,Good,Good,Good,Good,1
23120,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23123,no,Good,Good,Good,Good,Good,Good,0
23125,yes,Good,Good,Acceptable,Good,Good,Good,1
23126,no,Poor,Good,Poor,Acceptable,Good,Poor,0
23131,yes,Good,Good,Good,Poor,Good,Acceptable,1
23132,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
23135,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
23139,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
23140,no,Poor,Poor,Poor,Good,Poor,Good,0
23141,yes,Good,Poor,Good,Good,Poor,Good,1
23143,yes,Poor,Poor,Good,Good,Poor,Good,1
23144,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
23146,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
23147,no,Poor,Poor,Poor,Acceptable,Poor,Good,0
23151,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23153,yes,Poor,Poor,Good,Good,Poor,Good,1
23159,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
23161,no,Poor,Poor,Poor,Poor,Poor,Acceptable,0
23163,yes,Poor,Poor,Poor,Good,Poor,Acceptable,1
23164,yes,Good,Good,Good,Good,Good,Good,1
23166,yes,Good,Poor,Good,Poor,Poor,Good,1
23167,no,Poor,Poor,Good,Good,Poor,Good,0
23168,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
23169,no,Acceptable,Good,Good,Acceptable,Good,Acceptable,0
23170,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
23172,no,Acceptable,Acceptable,Poor,Good,Acceptable,Poor,0
23173,no,Poor,Acceptable,Poor,Good,Acceptable,Good,0
23174,yes,Good,Poor,Good,Poor,Poor,Poor,1
23176,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
23182,no,Good,Poor,Good,Acceptable,Poor,Good,0
23184,no,Poor,Poor,Acceptable,Good,Poor,Good,0
23185,no,Good,Poor,Good,Good,Poor,Good,0
23189,yes,Good,Good,Good,Good,Good,Good,1
23190,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
23191,yes,Poor,Poor,Good,Good,Poor,Good,1
23192,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
23195,yes,Good,Good,Good,Good,Good,Good,1
23196,no,Good,Good,Acceptable,Good,Good,Acceptable,0
23197,no,Poor,Poor,Good,Good,Poor,Good,0
23198,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23205,yes,Poor,Poor,Good,Good,Poor,Good,1
23206,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23217,no,Acceptable,Good,Poor,Acceptable,Good,Acceptable,0
23221,no,Poor,Poor,Good,Acceptable,Poor,Good,0
23225,yes,Good,Good,Good,Good,Good,Poor,1
23227,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
23228,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23230,yes,Good,Good,Good,Good,Good,Good,1
23232,yes,Good,Good,Good,Good,Good,Good,1
23237,yes,Poor,Poor,Good,Good,Poor,Good,1
23240,no,Good,Good,Good,Poor,Good,Poor,0
23241,yes,Poor,Poor,Good,Good,Poor,Good,1
23244,no,Good,Good,Good,Good,Good,Poor,0
23245,yes,Good,Good,Good,Good,Good,Good,1
23251,yes,Good,Good,Good,Good,Good,Acceptable,1
23255,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
23259,no,Poor,Poor,Good,Good,Poor,Good,0
23261,no,Poor,Poor,Poor,Good,Poor,Good,0
23262,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
23264,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
23267,yes,Good,Good,Acceptable,Good,Good,Good,1
23270,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
23272,no,Poor,Poor,Good,Poor,Poor,Poor,0
23274,yes,Good,Poor,Good,Poor,Poor,Poor,1
23279,no,Poor,Poor,Good,Poor,Poor,Poor,0
23280,yes,Poor,Poor,Good,Good,Poor,Good,1
23282,yes,Good,Good,Good,Good,Good,Good,1
23285,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
23286,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
23287,yes,Poor,Poor,Good,Good,Poor,Good,1
23288,yes,Good,Good,Poor,Poor,Good,Acceptable,1
23289,yes,Poor,Poor,Good,Good,Poor,Good,1
23291,no,Poor,Poor,Acceptable,Good,Poor,Good,0
23295,yes,Good,Good,Good,Good,Good,Good,1
23297,no,Good,Good,Good,Acceptable,Good,Acceptable,0
23299,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
23300,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,0
23304,no,Poor,Poor,Poor,Good,Poor,Good,0
23310,yes,Poor,Poor,Poor,Good,Poor,Poor,1
23312,no,Poor,Good,Poor,Acceptable,Good,Good,0
23313,yes,Poor,Poor,Good,Good,Poor,Good,1
23314,yes,Good,Acceptable,Acceptable,Good,Acceptable,Good,1
23317,no,Good,Good,Acceptable,Acceptable,Good,Acceptable,0
23318,no,Poor,Poor,Good,Good,Poor,Good,0
23320,no,Poor,Poor,Acceptable,Good,Poor,Good,0
23321,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23323,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
23324,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Poor,0
23327,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
23328,no,Good,Acceptable,Acceptable,Good,Acceptable,Good,0
23329,no,Good,Poor,Good,Good,Poor,Acceptable,0
23331,no,Poor,Poor,Acceptable,Good,Poor,Good,0
23332,yes,Poor,Poor,Good,Good,Poor,Good,1
23334,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
23335,yes,Poor,Poor,Poor,Good,Poor,Good,1
23338,yes,Poor,Poor,Good,Good,Poor,Good,1
23342,no,Acceptable,Poor,Acceptable,Good,Poor,Poor,0
23346,yes,Good,Good,Good,Good,Good,Poor,1
23349,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
23350,no,Acceptable,Poor,Acceptable,Poor,Poor,Poor,0
23352,no,Poor,Poor,Poor,Good,Poor,Good,0
23354,yes,Good,Good,Good,Good,Good,Good,1
23357,yes,Good,Good,Good,Good,Good,Good,1
23358,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
23359,no,Poor,Poor,Good,Poor,Poor,Poor,0
23361,yes,Good,Good,Good,Poor,Good,Poor,1
23363,yes,Poor,Poor,Good,Poor,Poor,Poor,1
23365,yes,Good,Good,Good,Good,Good,Good,1
23366,no,Poor,Poor,Poor,Good,Poor,Good,0
23367,no,Poor,Poor,Acceptable,Good,Poor,Good,0
23368,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
23369,no,Good,Good,Good,Good,Good,Acceptable,0
23370,yes,Good,Good,Good,Good,Good,Good,1
23371,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
23374,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23376,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
23377,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
23379,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
23381,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
23382,yes,Poor,Poor,Good,Good,Poor,Good,1
23385,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
23390,yes,Poor,Poor,Good,Good,Poor,Good,1
23392,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,0
23394,yes,Good,Good,Poor,Good,Good,Good,1
23397,yes,Acceptable,Good,Good,Good,Good,Good,1
23399,yes,Good,Good,Good,Poor,Good,Poor,1
23400,yes,Good,Good,Acceptable,Poor,Good,Acceptable,1
23401,no,Poor,Poor,Poor,Poor,Poor,Poor,0
23402,no,Poor,Good,Acceptable,Poor,Good,Poor,0
23403,yes,Good,Good,Good,Poor,Good,Poor,1
23405,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
23406,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
23409,yes,Good,Good,Good,Good,Good,Good,1
23411,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
23413,yes,Good,Good,Good,Good,Good,Good,1
23416,no,Poor,Poor,Good,Poor,Poor,Good,0
